query_id, author, title 
1321, s Daughters, Emily Sarah Holt 
1322, A Forgotten Hero, Emily Sarah Holt 
1323, Clare Avery, Emily Sarah Holt 
1324,  Lodge, Emily Sarah Holt 
1325, The Gold that Glitters, Emily Sarah Holt 
1326, s Well, Emily Sarah Holt 
1327, Through the Malay Archipelago, Emily Richings 
1328,  A Poem XXI, Emily Dickinson 
1329, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1330, It Might Have Been, Emily Sarah Holt 
1331, s Harvest, Emily Sarah Holt 
1332,  cat, Emily Neville 
1333, s Sake, Emily Sarah Holt 
1334, An Ohio Woman in the Philippines, Emily Bronson Conger 
1335, Robin Tremayne, Emily Sarah Holt 
1336, One Snowy Night, Emily Sarah Holt 
1337, In Convent Walls, Emily Sarah Holt 
1338, Jap Herron, Emily Grant Hutchings 
1339, Barbara Lynn, Emily J
1340, s Letters, Emily Eden 
1341, Blazing The Way, Emily Inez Denny 
1342, s Country, Emily Churchill Thompson Sheets 
1343, The Olivia Letters, Emily Edson Briggs                                
1344, Emily of New Moon, Lucy Maud Montgomery 
1345, Wuthering Heights, Emily Bront
1346, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1347, Etiquette, Emily Post 
1348,  Complete, Emily Dickinson 
1349,  Third Series, Emily Dickinson 
1350, The Story Of Ireland, Emily Lawless 
1351, Entertaining Made Easy, Emily Rose Burt 
1352, Our Catholic Heritage in English Literature, Emily Hickey 
1353,  The History of Emily Montague, Frances Brooke 
1354, s Delight, Emily Mayer Higgins 
1355,  Woman as Decoration, Emily Burbank 
1356, Suzanna Stirs the Fire, Emily Calvin Blake 
1357, s Daughter, Emily Sarah Holt 
1358, The White Lady of Hazelwood, Emily Sarah Holt 
1359, The White Rose of Langley, Emily Sarah Holt 
1360,  Mistress Margery, Emily Sarah Holt 
1361, The Well in the Desert, Emily Sarah Holt 
1362, Our Little Lady, Emily Sarah Holt 
1363, s Daughters, Emily Sarah Holt 
1364, A Forgotten Hero, Emily Sarah Holt 
1365, Clare Avery, Emily Sarah Holt 
1366,  Lodge, Emily Sarah Holt 
1367, The Gold that Glitters, Emily Sarah Holt 
1368, s Well, Emily Sarah Holt 
1369, Through the Malay Archipelago, Emily Richings 
1370,  A Poem XXI, Emily Dickinson 
1371, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1372, It Might Have Been, Emily Sarah Holt 
1373, s Harvest, Emily Sarah Holt 
1374,  cat, Emily Neville 
1375, s Sake, Emily Sarah Holt 
1376, An Ohio Woman in the Philippines, Emily Bronson Conger 
1377, Robin Tremayne, Emily Sarah Holt 
1378, One Snowy Night, Emily Sarah Holt 
1379, In Convent Walls, Emily Sarah Holt 
1380, Jap Herron, Emily Grant Hutchings 
1381, Barbara Lynn, Emily J
1382, s Letters, Emily Eden 
1383, Blazing The Way, Emily Inez Denny 
1384, s Country, Emily Churchill Thompson Sheets 
1385, The Olivia Letters, Emily Edson Briggs                                
1386, Emily of New Moon, Lucy Maud Montgomery 
1387, Wuthering Heights, Emily Bront
1388, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1389, Etiquette, Emily Post 
1390,  Complete, Emily Dickinson 
1391,  Third Series, Emily Dickinson 
1392, The Story Of Ireland, Emily Lawless 
1393, Entertaining Made Easy, Emily Rose Burt 
1394, Our Catholic Heritage in English Literature, Emily Hickey 
1395,  The History of Emily Montague, Frances Brooke 
1396, s Delight, Emily Mayer Higgins 
1397,  Woman as Decoration, Emily Burbank 
1398, Suzanna Stirs the Fire, Emily Calvin Blake 
1399, s Daughter, Emily Sarah Holt 
1400, The White Lady of Hazelwood, Emily Sarah Holt 
1401, The White Rose of Langley, Emily Sarah Holt 
1402,  Mistress Margery, Emily Sarah Holt 
1403, The Well in the Desert, Emily Sarah Holt 
1404, Our Little Lady, Emily Sarah Holt 
1405, s Daughters, Emily Sarah Holt 
1406, A Forgotten Hero, Emily Sarah Holt 
1407, Clare Avery, Emily Sarah Holt 
1408,  Lodge, Emily Sarah Holt 
1409, The Gold that Glitters, Emily Sarah Holt 
1410, s Well, Emily Sarah Holt 
1411, Through the Malay Archipelago, Emily Richings 
1412,  A Poem XXI, Emily Dickinson 
1413, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1414, It Might Have Been, Emily Sarah Holt 
1415, s Harvest, Emily Sarah Holt 
1416,  cat, Emily Neville 
1417, s Sake, Emily Sarah Holt 
1418, An Ohio Woman in the Philippines, Emily Bronson Conger 
1419, Robin Tremayne, Emily Sarah Holt 
1420, One Snowy Night, Emily Sarah Holt 
1421, In Convent Walls, Emily Sarah Holt 
1422, Jap Herron, Emily Grant Hutchings 
1423, Barbara Lynn, Emily J
1424, s Letters, Emily Eden 
1425, Blazing The Way, Emily Inez Denny 
1426, s Country, Emily Churchill Thompson Sheets 
1427, The Olivia Letters, Emily Edson Briggs                                
1428, Emily of New Moon, Lucy Maud Montgomery 
1429, Wuthering Heights, Emily Bront
1430, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1431, Etiquette, Emily Post 
1432,  Complete, Emily Dickinson 
1433,  Third Series, Emily Dickinson 
1434, The Story Of Ireland, Emily Lawless 
1435, Entertaining Made Easy, Emily Rose Burt 
1436, Our Catholic Heritage in English Literature, Emily Hickey 
1437,  The History of Emily Montague, Frances Brooke 
1438, s Delight, Emily Mayer Higgins 
1439,  Woman as Decoration, Emily Burbank 
1440, Suzanna Stirs the Fire, Emily Calvin Blake 
1441, s Daughter, Emily Sarah Holt 
1442, The White Lady of Hazelwood, Emily Sarah Holt 
1443, The White Rose of Langley, Emily Sarah Holt 
1444,  Mistress Margery, Emily Sarah Holt 
1445, The Well in the Desert, Emily Sarah Holt 
1446, Our Little Lady, Emily Sarah Holt 
1447, s Daughters, Emily Sarah Holt 
1448, A Forgotten Hero, Emily Sarah Holt 
1449, Clare Avery, Emily Sarah Holt 
1450,  Lodge, Emily Sarah Holt 
1451, The Gold that Glitters, Emily Sarah Holt 
1452, s Well, Emily Sarah Holt 
1453, Through the Malay Archipelago, Emily Richings 
1454,  A Poem XXI, Emily Dickinson 
1455, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1456, It Might Have Been, Emily Sarah Holt 
1457, s Harvest, Emily Sarah Holt 
1458,  cat, Emily Neville 
1459, s Sake, Emily Sarah Holt 
1460, An Ohio Woman in the Philippines, Emily Bronson Conger 
1461, Robin Tremayne, Emily Sarah Holt 
1462, One Snowy Night, Emily Sarah Holt 
1463, In Convent Walls, Emily Sarah Holt 
1464, Jap Herron, Emily Grant Hutchings 
1465, Barbara Lynn, Emily J
1466, s Letters, Emily Eden 
1467, Blazing The Way, Emily Inez Denny 
1468, s Country, Emily Churchill Thompson Sheets 
1469, The Olivia Letters, Emily Edson Briggs                                
1470, Emily of New Moon, Lucy Maud Montgomery 
1471, Wuthering Heights, Emily Bront
1472, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1473, Etiquette, Emily Post 
1474,  Complete, Emily Dickinson 
1475,  Third Series, Emily Dickinson 
1476, The Story Of Ireland, Emily Lawless 
1477, Entertaining Made Easy, Emily Rose Burt 
1478, Our Catholic Heritage in English Literature, Emily Hickey 
1479,  The History of Emily Montague, Frances Brooke 
1480, s Delight, Emily Mayer Higgins 
1481,  Woman as Decoration, Emily Burbank 
1482, Suzanna Stirs the Fire, Emily Calvin Blake 
1483, s Daughter, Emily Sarah Holt 
1484, The White Lady of Hazelwood, Emily Sarah Holt 
1485, The White Rose of Langley, Emily Sarah Holt 
1486,  Mistress Margery, Emily Sarah Holt 
1487, The Well in the Desert, Emily Sarah Holt 
1488, Our Little Lady, Emily Sarah Holt 
1489, s Daughters, Emily Sarah Holt 
1490, A Forgotten Hero, Emily Sarah Holt 
1491, Clare Avery, Emily Sarah Holt 
1492,  Lodge, Emily Sarah Holt 
1493, The Gold that Glitters, Emily Sarah Holt 
1494, s Well, Emily Sarah Holt 
1495, Through the Malay Archipelago, Emily Richings 
1496,  A Poem XXI, Emily Dickinson 
1497, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1498, It Might Have Been, Emily Sarah Holt 
1499, s Harvest, Emily Sarah Holt 
1500,  cat, Emily Neville 
1501, s Sake, Emily Sarah Holt 
1502, An Ohio Woman in the Philippines, Emily Bronson Conger 
1503, Robin Tremayne, Emily Sarah Holt 
1504, One Snowy Night, Emily Sarah Holt 
1505, In Convent Walls, Emily Sarah Holt 
1506, Jap Herron, Emily Grant Hutchings 
1507, Barbara Lynn, Emily J
1508, s Letters, Emily Eden 
1509, Blazing The Way, Emily Inez Denny 
1510, s Country, Emily Churchill Thompson Sheets 
1511, The Olivia Letters, Emily Edson Briggs                                
1512, Emily of New Moon, Lucy Maud Montgomery 
1513, Wuthering Heights, Emily Bront
1514, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1515, Etiquette, Emily Post 
1516,  Complete, Emily Dickinson 
1517,  Third Series, Emily Dickinson 
1518, The Story Of Ireland, Emily Lawless 
1519, Entertaining Made Easy, Emily Rose Burt 
1520, Our Catholic Heritage in English Literature, Emily Hickey 
1521,  The History of Emily Montague, Frances Brooke 
1522, s Delight, Emily Mayer Higgins 
1523,  Woman as Decoration, Emily Burbank 
1524, Suzanna Stirs the Fire, Emily Calvin Blake 
1525, s Daughter, Emily Sarah Holt 
1526, The White Lady of Hazelwood, Emily Sarah Holt 
1527, The White Rose of Langley, Emily Sarah Holt 
1528,  Mistress Margery, Emily Sarah Holt 
1529, The Well in the Desert, Emily Sarah Holt 
1530, Our Little Lady, Emily Sarah Holt 
1531, s Daughters, Emily Sarah Holt 
1532, A Forgotten Hero, Emily Sarah Holt 
1533, Clare Avery, Emily Sarah Holt 
1534,  Lodge, Emily Sarah Holt 
1535, The Gold that Glitters, Emily Sarah Holt 
1536, s Well, Emily Sarah Holt 
1537, Through the Malay Archipelago, Emily Richings 
1538,  A Poem XXI, Emily Dickinson 
1539, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1540, It Might Have Been, Emily Sarah Holt 
1541, s Harvest, Emily Sarah Holt 
1542,  cat, Emily Neville 
1543, s Sake, Emily Sarah Holt 
1544, An Ohio Woman in the Philippines, Emily Bronson Conger 
1545, Robin Tremayne, Emily Sarah Holt 
1546, One Snowy Night, Emily Sarah Holt 
1547, In Convent Walls, Emily Sarah Holt 
1548, Jap Herron, Emily Grant Hutchings 
1549, Barbara Lynn, Emily J
1550, s Letters, Emily Eden 
1551, Blazing The Way, Emily Inez Denny 
1552, s Country, Emily Churchill Thompson Sheets 
1553, The Olivia Letters, Emily Edson Briggs                                
1554, Emily of New Moon, Lucy Maud Montgomery 
1555, Wuthering Heights, Emily Bront
1556, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1557, Etiquette, Emily Post 
1558,  Complete, Emily Dickinson 
1559,  Third Series, Emily Dickinson 
1560, The Story Of Ireland, Emily Lawless 
1561, Entertaining Made Easy, Emily Rose Burt 
1562, Our Catholic Heritage in English Literature, Emily Hickey 
1563,  The History of Emily Montague, Frances Brooke 
1564, s Delight, Emily Mayer Higgins 
1565,  Woman as Decoration, Emily Burbank 
1566, Suzanna Stirs the Fire, Emily Calvin Blake 
1567, s Daughter, Emily Sarah Holt 
1568, The White Lady of Hazelwood, Emily Sarah Holt 
1569, The White Rose of Langley, Emily Sarah Holt 
1570,  Mistress Margery, Emily Sarah Holt 
1571, The Well in the Desert, Emily Sarah Holt 
1572, Our Little Lady, Emily Sarah Holt 
1573, s Daughters, Emily Sarah Holt 
1574, A Forgotten Hero, Emily Sarah Holt 
1575, Clare Avery, Emily Sarah Holt 
1576,  Lodge, Emily Sarah Holt 
1577, The Gold that Glitters, Emily Sarah Holt 
1578, s Well, Emily Sarah Holt 
1579, Through the Malay Archipelago, Emily Richings 
1580,  A Poem XXI, Emily Dickinson 
1581, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1582, It Might Have Been, Emily Sarah Holt 
1583, s Harvest, Emily Sarah Holt 
1584,  cat, Emily Neville 
1585, s Sake, Emily Sarah Holt 
1586, An Ohio Woman in the Philippines, Emily Bronson Conger 
1587, Robin Tremayne, Emily Sarah Holt 
1588, One Snowy Night, Emily Sarah Holt 
1589, In Convent Walls, Emily Sarah Holt 
1590, Jap Herron, Emily Grant Hutchings 
1591, Barbara Lynn, Emily J
1592, s Letters, Emily Eden 
1593, Blazing The Way, Emily Inez Denny 
1594, s Country, Emily Churchill Thompson Sheets 
1595, The Olivia Letters, Emily Edson Briggs                                
1596, Emily of New Moon, Lucy Maud Montgomery 
1597, Wuthering Heights, Emily Bront
1598, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1599, Etiquette, Emily Post 
1600,  Complete, Emily Dickinson 
1601,  Third Series, Emily Dickinson 
1602, The Story Of Ireland, Emily Lawless 
1603, Entertaining Made Easy, Emily Rose Burt 
1604, Our Catholic Heritage in English Literature, Emily Hickey 
1605,  The History of Emily Montague, Frances Brooke 
1606, s Delight, Emily Mayer Higgins 
1607,  Woman as Decoration, Emily Burbank 
1608, Suzanna Stirs the Fire, Emily Calvin Blake 
1609, s Daughter, Emily Sarah Holt 
1610, The White Lady of Hazelwood, Emily Sarah Holt 
1611, The White Rose of Langley, Emily Sarah Holt 
1612,  Mistress Margery, Emily Sarah Holt 
1613, The Well in the Desert, Emily Sarah Holt 
1614, Our Little Lady, Emily Sarah Holt 
1615, s Daughters, Emily Sarah Holt 
1616, A Forgotten Hero, Emily Sarah Holt 
1617, Clare Avery, Emily Sarah Holt 
1618,  Lodge, Emily Sarah Holt 
1619, The Gold that Glitters, Emily Sarah Holt 
1620, s Well, Emily Sarah Holt 
1621, Through the Malay Archipelago, Emily Richings 
1622,  A Poem XXI, Emily Dickinson 
1623, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1624, It Might Have Been, Emily Sarah Holt 
1625, s Harvest, Emily Sarah Holt 
1626,  cat, Emily Neville 
1627, s Sake, Emily Sarah Holt 
1628, An Ohio Woman in the Philippines, Emily Bronson Conger 
1629, Robin Tremayne, Emily Sarah Holt 
1630, One Snowy Night, Emily Sarah Holt 
1631, In Convent Walls, Emily Sarah Holt 
1632, Jap Herron, Emily Grant Hutchings 
1633, Barbara Lynn, Emily J
1634, s Letters, Emily Eden 
1635, Blazing The Way, Emily Inez Denny 
1636, s Country, Emily Churchill Thompson Sheets 
1637, The Olivia Letters, Emily Edson Briggs                                
1638, Emily of New Moon, Lucy Maud Montgomery 
1639, Wuthering Heights, Emily Bront
1640, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1641, Etiquette, Emily Post 
1642,  Complete, Emily Dickinson 
1643,  Third Series, Emily Dickinson 
1644, The Story Of Ireland, Emily Lawless 
1645, Entertaining Made Easy, Emily Rose Burt 
1646, Our Catholic Heritage in English Literature, Emily Hickey 
1647,  The History of Emily Montague, Frances Brooke 
1648, s Delight, Emily Mayer Higgins 
1649,  Woman as Decoration, Emily Burbank 
1650, Suzanna Stirs the Fire, Emily Calvin Blake 
1651, s Daughter, Emily Sarah Holt 
1652, The White Lady of Hazelwood, Emily Sarah Holt 
1653, The White Rose of Langley, Emily Sarah Holt 
1654,  Mistress Margery, Emily Sarah Holt 
1655, The Well in the Desert, Emily Sarah Holt 
1656, Our Little Lady, Emily Sarah Holt 
1657, s Daughters, Emily Sarah Holt 
1658, A Forgotten Hero, Emily Sarah Holt 
1659, Clare Avery, Emily Sarah Holt 
1660,  Lodge, Emily Sarah Holt 
1661, The Gold that Glitters, Emily Sarah Holt 
1662, s Well, Emily Sarah Holt 
1663, Through the Malay Archipelago, Emily Richings 
1664,  A Poem XXI, Emily Dickinson 
1665, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1666, It Might Have Been, Emily Sarah Holt 
1667, s Harvest, Emily Sarah Holt 
1668,  cat, Emily Neville 
1669, s Sake, Emily Sarah Holt 
1670, An Ohio Woman in the Philippines, Emily Bronson Conger 
1671, Robin Tremayne, Emily Sarah Holt 
1672, One Snowy Night, Emily Sarah Holt 
1673, In Convent Walls, Emily Sarah Holt 
1674, Jap Herron, Emily Grant Hutchings 
1675, Barbara Lynn, Emily J
1676, s Letters, Emily Eden 
1677, Blazing The Way, Emily Inez Denny 
1678, s Country, Emily Churchill Thompson Sheets 
1679, The Olivia Letters, Emily Edson Briggs                                
1680, Emily of New Moon, Lucy Maud Montgomery 
1681, Wuthering Heights, Emily Bront
1682, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1683, Etiquette, Emily Post 
1684,  Complete, Emily Dickinson 
1685,  Third Series, Emily Dickinson 
1686, The Story Of Ireland, Emily Lawless 
1687, Entertaining Made Easy, Emily Rose Burt 
1688, Our Catholic Heritage in English Literature, Emily Hickey 
1689,  The History of Emily Montague, Frances Brooke 
1690, s Delight, Emily Mayer Higgins 
1691,  Woman as Decoration, Emily Burbank 
1692, Suzanna Stirs the Fire, Emily Calvin Blake 
1693, s Daughter, Emily Sarah Holt 
1694, The White Lady of Hazelwood, Emily Sarah Holt 
1695, The White Rose of Langley, Emily Sarah Holt 
1696,  Mistress Margery, Emily Sarah Holt 
1697, The Well in the Desert, Emily Sarah Holt 
1698, Our Little Lady, Emily Sarah Holt 
1699, s Daughters, Emily Sarah Holt 
1700, A Forgotten Hero, Emily Sarah Holt 
1701, Clare Avery, Emily Sarah Holt 
1702,  Lodge, Emily Sarah Holt 
1703, The Gold that Glitters, Emily Sarah Holt 
1704, s Well, Emily Sarah Holt 
1705, Through the Malay Archipelago, Emily Richings 
1706,  A Poem XXI, Emily Dickinson 
1707, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1708, It Might Have Been, Emily Sarah Holt 
1709, s Harvest, Emily Sarah Holt 
1710,  cat, Emily Neville 
1711, s Sake, Emily Sarah Holt 
1712, An Ohio Woman in the Philippines, Emily Bronson Conger 
1713, Robin Tremayne, Emily Sarah Holt 
1714, One Snowy Night, Emily Sarah Holt 
1715, In Convent Walls, Emily Sarah Holt 
1716, Jap Herron, Emily Grant Hutchings 
1717, Barbara Lynn, Emily J
1718, s Letters, Emily Eden 
1719, Blazing The Way, Emily Inez Denny 
1720, s Country, Emily Churchill Thompson Sheets 
1721, The Olivia Letters, Emily Edson Briggs                                
1722, Emily of New Moon, Lucy Maud Montgomery 
1723, Wuthering Heights, Emily Bront
1724, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1725, Etiquette, Emily Post 
1726,  Complete, Emily Dickinson 
1727,  Third Series, Emily Dickinson 
1728, The Story Of Ireland, Emily Lawless 
1729, Entertaining Made Easy, Emily Rose Burt 
1730, Our Catholic Heritage in English Literature, Emily Hickey 
1731,  The History of Emily Montague, Frances Brooke 
1732, s Delight, Emily Mayer Higgins 
1733,  Woman as Decoration, Emily Burbank 
1734, Suzanna Stirs the Fire, Emily Calvin Blake 
1735, s Daughter, Emily Sarah Holt 
1736, The White Lady of Hazelwood, Emily Sarah Holt 
1737, The White Rose of Langley, Emily Sarah Holt 
1738,  Mistress Margery, Emily Sarah Holt 
1739, The Well in the Desert, Emily Sarah Holt 
1740, Our Little Lady, Emily Sarah Holt 
1741, s Daughters, Emily Sarah Holt 
1742, A Forgotten Hero, Emily Sarah Holt 
1743, Clare Avery, Emily Sarah Holt 
1744,  Lodge, Emily Sarah Holt 
1745, The Gold that Glitters, Emily Sarah Holt 
1746, s Well, Emily Sarah Holt 
1747, Through the Malay Archipelago, Emily Richings 
1748,  A Poem XXI, Emily Dickinson 
1749, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1750, It Might Have Been, Emily Sarah Holt 
1751, s Harvest, Emily Sarah Holt 
1752,  cat, Emily Neville 
1753, s Sake, Emily Sarah Holt 
1754, An Ohio Woman in the Philippines, Emily Bronson Conger 
1755, Robin Tremayne, Emily Sarah Holt 
1756, One Snowy Night, Emily Sarah Holt 
1757, In Convent Walls, Emily Sarah Holt 
1758, Jap Herron, Emily Grant Hutchings 
1759, Barbara Lynn, Emily J
1760, s Letters, Emily Eden 
1761, Blazing The Way, Emily Inez Denny 
1762, s Country, Emily Churchill Thompson Sheets 
1763, The Olivia Letters, Emily Edson Briggs                                
1764, Emily of New Moon, Lucy Maud Montgomery 
1765, Wuthering Heights, Emily Bront
1766, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1767, Etiquette, Emily Post 
1768,  Complete, Emily Dickinson 
1769,  Third Series, Emily Dickinson 
1770, The Story Of Ireland, Emily Lawless 
1771, Entertaining Made Easy, Emily Rose Burt 
1772, Our Catholic Heritage in English Literature, Emily Hickey 
1773,  The History of Emily Montague, Frances Brooke 
1774, s Delight, Emily Mayer Higgins 
1775,  Woman as Decoration, Emily Burbank 
1776, Suzanna Stirs the Fire, Emily Calvin Blake 
1777, s Daughter, Emily Sarah Holt 
1778, The White Lady of Hazelwood, Emily Sarah Holt 
1779, The White Rose of Langley, Emily Sarah Holt 
1780,  Mistress Margery, Emily Sarah Holt 
1781, The Well in the Desert, Emily Sarah Holt 
1782, Our Little Lady, Emily Sarah Holt 
1783, s Daughters, Emily Sarah Holt 
1784, A Forgotten Hero, Emily Sarah Holt 
1785, Clare Avery, Emily Sarah Holt 
1786,  Lodge, Emily Sarah Holt 
1787, The Gold that Glitters, Emily Sarah Holt 
1788, s Well, Emily Sarah Holt 
1789, Through the Malay Archipelago, Emily Richings 
1790,  A Poem XXI, Emily Dickinson 
1791, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1792, It Might Have Been, Emily Sarah Holt 
1793, s Harvest, Emily Sarah Holt 
1794,  cat, Emily Neville 
1795, s Sake, Emily Sarah Holt 
1796, An Ohio Woman in the Philippines, Emily Bronson Conger 
1797, Robin Tremayne, Emily Sarah Holt 
1798, One Snowy Night, Emily Sarah Holt 
1799, In Convent Walls, Emily Sarah Holt 
1800, Jap Herron, Emily Grant Hutchings 
1801, Barbara Lynn, Emily J
1802, s Letters, Emily Eden 
1803, Blazing The Way, Emily Inez Denny 
1804, s Country, Emily Churchill Thompson Sheets 
1805, The Olivia Letters, Emily Edson Briggs                                
1806, Emily of New Moon, Lucy Maud Montgomery 
1807, Wuthering Heights, Emily Bront
1808, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1809, Etiquette, Emily Post 
1810,  Complete, Emily Dickinson 
1811,  Third Series, Emily Dickinson 
1812, The Story Of Ireland, Emily Lawless 
1813, Entertaining Made Easy, Emily Rose Burt 
1814, Our Catholic Heritage in English Literature, Emily Hickey 
1815,  The History of Emily Montague, Frances Brooke 
1816, s Delight, Emily Mayer Higgins 
1817,  Woman as Decoration, Emily Burbank 
1818, Suzanna Stirs the Fire, Emily Calvin Blake 
1819, s Daughter, Emily Sarah Holt 
1820, The White Lady of Hazelwood, Emily Sarah Holt 
1821, The White Rose of Langley, Emily Sarah Holt 
1822,  Mistress Margery, Emily Sarah Holt 
1823, The Well in the Desert, Emily Sarah Holt 
1824, Our Little Lady, Emily Sarah Holt 
1825, s Daughters, Emily Sarah Holt 
1826, A Forgotten Hero, Emily Sarah Holt 
1827, Clare Avery, Emily Sarah Holt 
1828,  Lodge, Emily Sarah Holt 
1829, The Gold that Glitters, Emily Sarah Holt 
1830, s Well, Emily Sarah Holt 
1831, Through the Malay Archipelago, Emily Richings 
1832,  A Poem XXI, Emily Dickinson 
1833, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1834, It Might Have Been, Emily Sarah Holt 
1835, s Harvest, Emily Sarah Holt 
1836,  cat, Emily Neville 
1837, s Sake, Emily Sarah Holt 
1838, An Ohio Woman in the Philippines, Emily Bronson Conger 
1839, Robin Tremayne, Emily Sarah Holt 
1840, One Snowy Night, Emily Sarah Holt 
1841, In Convent Walls, Emily Sarah Holt 
1842, Jap Herron, Emily Grant Hutchings 
1843, Barbara Lynn, Emily J
1844, s Letters, Emily Eden 
1845, Blazing The Way, Emily Inez Denny 
1846, s Country, Emily Churchill Thompson Sheets 
1847, The Olivia Letters, Emily Edson Briggs                                
1848, Emily of New Moon, Lucy Maud Montgomery 
1849, Wuthering Heights, Emily Bront
1850, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1851, Etiquette, Emily Post 
1852,  Complete, Emily Dickinson 
1853,  Third Series, Emily Dickinson 
1854, The Story Of Ireland, Emily Lawless 
1855, Entertaining Made Easy, Emily Rose Burt 
1856, Our Catholic Heritage in English Literature, Emily Hickey 
1857,  The History of Emily Montague, Frances Brooke 
1858, s Delight, Emily Mayer Higgins 
1859,  Woman as Decoration, Emily Burbank 
1860, Suzanna Stirs the Fire, Emily Calvin Blake 
1861, s Daughter, Emily Sarah Holt 
1862, The White Lady of Hazelwood, Emily Sarah Holt 
1863, The White Rose of Langley, Emily Sarah Holt 
1864,  Mistress Margery, Emily Sarah Holt 
1865, The Well in the Desert, Emily Sarah Holt 
1866, Our Little Lady, Emily Sarah Holt 
1867, s Daughters, Emily Sarah Holt 
1868, A Forgotten Hero, Emily Sarah Holt 
1869, Clare Avery, Emily Sarah Holt 
1870,  Lodge, Emily Sarah Holt 
1871, The Gold that Glitters, Emily Sarah Holt 
1872, s Well, Emily Sarah Holt 
1873, Through the Malay Archipelago, Emily Richings 
1874,  A Poem XXI, Emily Dickinson 
1875, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1876, It Might Have Been, Emily Sarah Holt 
1877, s Harvest, Emily Sarah Holt 
1878,  cat, Emily Neville 
1879, s Sake, Emily Sarah Holt 
1880, An Ohio Woman in the Philippines, Emily Bronson Conger 
1881, Robin Tremayne, Emily Sarah Holt 
1882, One Snowy Night, Emily Sarah Holt 
1883, In Convent Walls, Emily Sarah Holt 
1884, Jap Herron, Emily Grant Hutchings 
1885, Barbara Lynn, Emily J
1886, s Letters, Emily Eden 
1887, Blazing The Way, Emily Inez Denny 
1888, s Country, Emily Churchill Thompson Sheets 
1889, The Olivia Letters, Emily Edson Briggs                                
1890, Emily of New Moon, Lucy Maud Montgomery 
1891, Wuthering Heights, Emily Bront
1892, An Appeal to the Christian Women of the South, Angelina Emily Grimk
1893, Etiquette, Emily Post 
1894,  Complete, Emily Dickinson 
1895,  Third Series, Emily Dickinson 
1896, The Story Of Ireland, Emily Lawless 
1897, Entertaining Made Easy, Emily Rose Burt 
1898, Our Catholic Heritage in English Literature, Emily Hickey 
1899,  The History of Emily Montague, Frances Brooke 
1900, s Delight, Emily Mayer Higgins 
1901,  Woman as Decoration, Emily Burbank 
1902, Suzanna Stirs the Fire, Emily Calvin Blake 
1903, s Daughter, Emily Sarah Holt 
1904, The White Lady of Hazelwood, Emily Sarah Holt 
1905, The White Rose of Langley, Emily Sarah Holt 
1906,  Mistress Margery, Emily Sarah Holt 
1907, The Well in the Desert, Emily Sarah Holt 
1908, Our Little Lady, Emily Sarah Holt 
1909, s Daughters, Emily Sarah Holt 
1910, A Forgotten Hero, Emily Sarah Holt 
1911, Clare Avery, Emily Sarah Holt 
1912,  Lodge, Emily Sarah Holt 
1913, The Gold that Glitters, Emily Sarah Holt 
1914, s Well, Emily Sarah Holt 
1915, Through the Malay Archipelago, Emily Richings 
1916,  A Poem XXI, Emily Dickinson 
1917, Chats on Old Lace and Needlework, Emily Leigh Lowes 
1918, It Might Have Been, Emily Sarah Holt 
1919, s Harvest, Emily Sarah Holt 
1920,  cat, Emily Neville 
1921, s Sake, Emily Sarah Holt 
1922, An Ohio Woman in the Philippines, Emily Bronson Conger 
1923, Robin Tremayne, Emily Sarah Holt 
1924, One Snowy Night, Emily Sarah Holt 
1925, In Convent Walls, Emily Sarah Holt 
1926, Jap Herron, Emily Grant Hutchings 
1927, Barbara Lynn, Emily J
1928, s Letters, Emily Eden 
1929, Blazing The Way, Emily Inez Denny 
1930, s Country, Emily Churchill Thompson Sheets 
1931, The Olivia Letters, Emily Edson Briggs                                
1932, Emily of New Moon, Lucy Maud Montgomery 
1933, Wuthering Heights, Emily Bront
